question,answer_llm,answer_orig,document
Is there a way to use an LLM to judge the quality of full RAG answers for this kind of project?,"Yes — you can use an LLM as a judge for end-to-end RAG answer quality.

A good approach is to:
- sample real queries,
- run the full RAG pipeline,
- ask an LLM to score the final answer using a fixed rubric, for example 1–5 on relevance/usefulness,
- include clear criteria in the prompt so the scoring is consistent.

This is specifically suggested in the project guidance for cases like recommender-style RAG where there isn’t obvious Q&A ground truth.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
"For ranking problems with several acceptable results, should I use hit rate or NDCG for evaluation?","For ranking-style problems where several results can be acceptable, **NDCG is often a better fit than hit rate**.

Why:
- **Hit rate** only checks whether an acceptable item appears somewhere in the results.
- **NDCG** also rewards **how high** the good items are ranked, so it’s better when multiple answers could be correct.

So if you care about ranking quality, use **NDCG**. If you only care about whether at least one correct result is retrieved, use **hit rate**.","Two complementary approaches that both score for the evaluation criterion:

1. Synthetic ground truth (same idea as the course, adapted). For each item in your dataset, prompt the LLM with the item's description and ask it to generate ~5 user queries that should return that item as the top result. Then run those queries through your retrieval and measure hit rate / MRR / NDCG.

2. LLM-as-a-judge for end-to-end quality. Sample queries, run the full RAG, and have an LLM rate the result for relevance/usefulness on a fixed rubric (e.g. 1–5 scale, with criteria you specify in the prompt).

NDCG is often a better fit than hit-rate for ranking-style problems where multiple items are acceptable answers — it rewards getting good items high in the list, not just first.",9b0e2d6a47
How should I split a huge PDF corpus for RAG if I don't want to spend forever tuning the chunker first?,"Start simple and iterate — don’t spend forever tuning the chunker upfront.

A good approach is:

- **Begin with fixed-size chunks** of about **1000 tokens with some overlap**
- **Run a small ground-truth eval** on retrieval quality
- Then try:
  - **LLM-based logical section splitting**
  - **Short LLM-generated summaries per chunk**
  - **Hybrid search (BM25 + dense)** for long structured docs, so exact wording isn’t lost

The key is to optimize for **measurable retrieval improvement** on your eval set, not for a “perfect” chunker in the abstract.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Is it okay to begin with simple fixed chunks, like around 1000 tokens with overlap, and then check results on a small test set?","Yes — that’s a good starting point.

The context says to **start simple** with **fixed-size chunking of about 1000 tokens with some overlap**, then **run a small ground-truth eval** and iterate from there. After that, you can try smarter chunking strategies and re-evaluate each change.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
Would it help to have an LLM break each doc into sections instead of using plain size-based chunking?,"Yes — for many corpora it can help.

The guidance here is to **try smart chunking**: ask an LLM to split each document into **logical sections** and index each section, instead of relying only on plain fixed-size chunking.

That said, the recommendation is **not** to assume it’s better upfront. Start with simple fixed-size chunks (around 1000 tokens with overlap), run an eval, then compare against section-based chunking and see whether it improves hit rate / MRR on your ground-truth set.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"Should I add short summaries to each chunk when indexing long documents, or is that overkill?","It’s not overkill if your documents are long or highly structured.

The course suggests that you can **add a short LLM-generated summary per chunk and index it alongside the chunk**, or use it to **boost retrieval**. This is presented as a useful improvement to try after a simple baseline chunking approach.

A good workflow is:

1. Start with simple chunking.
2. Evaluate retrieval on a small ground-truth set.
3. If needed, try adding short summaries per chunk.
4. Re-evaluate and keep only changes that improve hit rate / MRR.

So: **yes, summaries can help**, but treat them as an **iterative enhancement**, not something you must do for every case.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"For legal or financial PDFs, is hybrid search better than only dense embeddings so exact terms don't get missed?","Yes — for long, structured legal or financial PDFs, the context recommends **hybrid search (BM25 + dense embeddings)** so **exact wording isn’t lost during semantic matching**.","Don't try to find the perfect chunker upfront — iterate.

- Start simple: fixed-size chunking (~1000 tokens with some overlap) and run a small ground-truth eval.
- Try smart chunking: ask an LLM to split each document into logical sections, then index each section.
- Add a short LLM-generated summary per chunk and index it alongside, or use it to boost retrieval.
- For long, structured documents (legal, financial), prefer hybrid search (BM25 + dense) so exact wording isn't lost during semantic matching.

Useful tools for parsing PDFs to clean markdown before chunking:

- [`pymupdf4llm`](https://pypi.org/project/pymupdf4llm/) — fast, decent quality.
- [Docling](https://github.com/docling-project/docling) — slower but higher quality on tables/figures.
- [GROBID](https://github.com/kermitt2/grobid) — for academic papers, extracts structure (sections, refs, etc.).

Run the eval again after each change. The goal is measurable improvement on hit rate / MRR for your ground-truth set, not a ""perfect"" chunker in the abstract.",6f2a8b3d10
"When you say the project should be reproducible, do reviewers actually need my API keys or hosted-service login to run it?","No. Reviewers do **not** need your API keys or hosted-service login.

Reproducibility means they can:

- clone your repo,
- follow your README,
- and recreate the system from scratch using **their own credentials**.

You should **never** put API keys or hosted-service credentials in the repo. Instead:

- include a `.env.example` with variable names only,
- have reviewers create their own `.env`,
- keep `.env` in `.gitignore`,
- provide scripts/notebooks to rebuild any local indexes or artifacts,
- and pin dependency versions.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
What do I need to include so someone can clone my repo and rebuild the search index from scratch?,"Include:

- A script or notebook that ingests the dataset and rebuilds the search index locally from scratch.
- A `.env.example` file with variable names only, no secret values.
- Instructions for the reviewer to create their own `.env` with their own API keys/credentials.
- Dependency pinning, e.g. `requirements.txt` or a `pyproject.toml` lock file.
- The Python version you used, and Docker version if applicable.
- Use a cheap model if your project needs one, so reviewers don’t spend much credit.

Also, do **not** put API keys or hosted-service credentials in the repo.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Is it okay to commit a .env file, or should I only add a .env.example with the variable names?","Don’t commit the real `.env` file. Keep `.env` in `.gitignore` and commit only a `.env.example` with the variable names but no values.

That way, others can create their own `.env` with their own API keys.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Should I use a cheaper model in the project so reviewers don't spend too many credits when testing it?,"Yes — use a cheaper model so reviewers don’t burn through credits when testing your project. The course guidance explicitly recommends something like `gpt-4o-mini`, Groq, or another low-cost option.","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
Do I need to lock dependency versions and mention which Python or Docker version I used?,"Yes — for reproducibility, you should:

- **Pin dependency versions** in `requirements.txt` or a `pyproject.toml` lock file.
- **Document the Python version** you used.
- If you used Docker, **document the Docker version** too.

","Never share API keys or hosted-service credentials in your repo. Reproducibility means a peer reviewer can clone the repo and follow your README to recreate the system from scratch — using their own credentials.

Concretely:

- Provide a script (or notebook) that ingests the dataset and (re)builds the search index locally.
- Ship a `.env.example` with the variable names but no values; have the reviewer create their own `.env` with their own keys. Keep `.env` in `.gitignore`.
- Use a cheap model (`gpt-4o-mini`, Groq, etc.) so reviewers don't burn through credits when running your project.
- Pin dependency versions (`requirements.txt` / `pyproject.toml` lock file) and document the Python version (and Docker version, if used).",e5d8a2c761
"Can I do the homework and capstone in a language other than Python, like JavaScript, Go, or Rust?","Yes, but **Python is strongly preferred**.

You **can** use another language or stack for homework or the capstone project, such as **JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R**, but only if you have a strong reason. The course materials, examples, and reviewer expectations are **Python-based**, so using Python is the easiest path for **all homework and the capstone**.

If you choose a non-Python language, your documentation must be very thorough. Your README should explain how to install dependencies and run the project on **Windows, macOS, and Linux**, so the reviewer can easily reproduce it.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"If I use a non-Python stack for the project, what do I need to include so the reviewer can run it?","Include very thorough documentation in your README so the reviewer can reproduce and run it on Windows, macOS, and Linux.

At a minimum, explain:
- how to install all dependencies
- how to run the project step by step
- any setup required for your specific stack

For example, a Go project should include commands like:
```bash
go mod tidy
go run .
```

Also make sure the submission is reproducible:
- provide a script or notebook to ingest the dataset and rebuild the index locally
- include a `.env.example` with variable names only, and keep `.env` out of git
- use pinned dependency versions
- document the Python version and Docker version if relevant

If you want, I can help you draft a README checklist for a non-Python project.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"Is Python required for all assignments in this course, or just recommended?","In most cases, Python is required for all assignments in this course.

The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. Using another language is possible, but only if you have a strong reason, and you’ll need very thorough documentation to make the work easy to reproduce and review.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
"How detailed should the README be if I submit my capstone in something like Java, Scala, or C#?","Your README should be **very thorough**. Assume the reviewer does **not** know the language or ecosystem.

It should explain, for **Windows, macOS, and Linux**:

- how to install dependencies
- how to run the project/homework
- the exact commands needed to reproduce it

For example, it should be at the level of:

```bash
go mod tidy
go run .
```

The goal is to make the submission **easy to reproduce and evaluate**.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Will a project built in another language still be accepted if it is easy to install and reproduce?,"Yes — **if it is easy to reproduce and evaluate**.

The context says non-Python projects are possible, but they require **very thorough documentation** so a reviewer who does not know the language can still install dependencies and run the project on **Windows, macOS, and Linux**. The submission must remain **easy to reproduce and evaluate**.

So a project in another language can be accepted, but only if the setup is clear and reproducible.","In most cases, use Python. The course materials, examples, and reviewer expectations are Python-based, so Python is the easiest path. This applies to every homework and to the final/capstone project.

Using another programming language or stack - for example JavaScript, TypeScript, Go, Rust, Java, Scala, C#, or R - is technically possible, but do it only if you have a strong reason. We do not want to restrict your choice of technology, but a non-Python stack makes reproducibility and review harder.

If you use a language other than Python, your documentation must be very thorough. Assume the reviewer has no knowledge of that language or ecosystem. Your README should explain how to install dependencies and run the homework or project on Windows, macOS, and Linux.

For example, a Go project should include steps at the level of:

```bash
go mod tidy
go run .
```

The submission must still be easy to reproduce and evaluate.",ea815eb858
Where do I look if I want to see some past LLM Zoomcamp capstone projects?,"You can browse past LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and are useful for seeing the expected scope and quality.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Is there a page with submitted LLM Zoomcamp projects from 2024 and 2025?,"Yes — there are pages with submitted LLM Zoomcamp projects from both years:

- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Can I check previous project repos to get a feel for the capstone scope?,"Yes — you can check previous projects to get a feel for the capstone scope.

You can browse these submitted repositories:
- 2024 projects: https://courses.datatalks.club/llm-zoomcamp-2024/projects
- 2025 projects: https://courses.datatalks.club/llm-zoomcamp-2025/projects

They can help you understand the expected scope and quality of capstone projects.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Where are the LLM Zoomcamp project submission examples listed online?,"You can find previous LLM Zoomcamp project submission examples here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
Do you have links to older LLM Zoomcamp projects so I can see what good capstones look like?,"Yes — you can browse previous LLM Zoomcamp capstone projects here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These submissions are a good way to see the expected scope and quality of capstones.","You can browse previous LLM Zoomcamp project submissions here:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

These pages show submitted repositories and can help you understand the expected scope and quality of capstone projects.",930286278d
"Do I need to reserve my capstone project idea before I start, or can I just go ahead with it?","No — you do **not** need to announce or reserve your project idea before starting. You can just go ahead with it.

If you want, you can ask for feedback in Slack, and it’s okay if your idea is similar to previous projects as long as your implementation is your own and meets the requirements.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Is there any need to announce my project topic somewhere before working on the capstone?,"No. You do not need to announce or reserve your project idea before starting the capstone. If you want feedback, you can ask in Slack.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"Can two students do similar capstone ideas, or does the project have to be completely unique?","Yes — two students can do similar capstone ideas.

The capstone is **an individual project**, but the context says you may **collaborate or discuss a larger idea with other students**. The key requirement is that **each submitted project must stand on its own** and be **independently evaluable**.

So:
- Similar ideas are okay
- Shared systems are okay **only if** they are clearly split into independent projects
- Each student needs a **separate qualifying component** and a **separate repository**
- If the work cannot be evaluated independently for each person, it does **not** satisfy the requirement

So the project does **not** have to be completely unique, but each submission must be distinct and independently reviewable.","No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
"If I’m not sure about my capstone scope, where can I ask for feedback on the idea?",You can ask for feedback in Slack.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Are there any past capstone examples I can check to get a better sense of what kind of project is expected?,I don't know.,"No. You do not need to announce or reserve your project idea before starting.

If you want feedback, you can ask in Slack. You can also look at previous projects to understand scope:

- [2024 projects](https://courses.datatalks.club/llm-zoomcamp-2024/projects)
- [2025 projects](https://courses.datatalks.club/llm-zoomcamp-2025/projects)

Similar topics are okay as long as your implementation is your own and your submission meets the project requirements.",897a350476
Can I build my capstone as a Telegram or WhatsApp bot instead of a web app?,"Yes. You can use any interface for your capstone project — including a Telegram or WhatsApp bot instead of a web app. There are no strict rules about how you expose it to the end user, as long as it meets the evaluation criteria.

The course doesn’t teach how to build those interfaces, so you’d need to figure that part out yourself.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Is there any required way to make the project available to users, or can I choose my own interface?","There are no strict guidelines on the interface. You can choose whatever fits your idea — for example, a web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, or something else — as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Would a CLI, Slack app, or even a notebook be acceptable for the project demo?","Yes. A CLI, Slack app, notebook, or similar interface would be acceptable for the project demo. The course says you can use any interface that fits your idea, as long as the project meets the evaluation criteria.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"If I use a non-web interface, will that still count as long as it meets the eval criteria?",Yes. You can use any interface for your project — not just a web app — and it will count as long as it meets the evaluation criteria.,"Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
"Does the course show how to build these interfaces, or do I need to figure that part out myself?","The course does **not** teach how to build those interfaces. You’ll need to figure that part out yourself.

It says you can use **any interface** you want — web app, CLI, Telegram/WhatsApp bot, Slack app, notebook, etc. — and that with an AI assistant it’s usually quite simple.","Yes. You can use any interface for your project — a web app, a CLI, a Telegram or WhatsApp bot, a Slack app, a notebook, or anything else. There are no strict guidelines on how you make the project available to the end user. Pick whatever fits your idea, as long as the project meets the evaluation criteria.

Note that the course doesn't teach how to build these interfaces, so you'll need to figure that part out on your own. With an AI assistant it's usually quite simple.",7318a90b14
What’s the best way to pull text out of PDFs for a RAG project?,"The best approach is to **try a couple of PDF extraction tools on a sample of your documents and pick the one that gives the cleanest output for your data**.

Good options mentioned in the course are:

- **docling** — converts PDFs to structured Markdown/JSON, good for RAG
- **pymupdf4llm / PyMuPDF** — fast text extraction, Markdown output
- **unstructured** — handles many document types and layouts
- **pytesseract (Tesseract OCR)** — for scanned/image-based PDFs with no text layer
- **Hosted OCR** like **Mistral OCR** — if you prefer an API

For RAG, the key is not just extraction, but also to **clean and structure the text before chunking**:
- remove noise like duplicate headers/footers and OCR errors
- preserve useful context like titles and section names
- keep metadata
- chunk in a way that keeps related context together

If you want, I can also suggest a simple extraction + chunking pipeline for PDFs.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
Do we need to use a specific library for OCR on scanned PDFs in the capstone?,"No specific OCR library is required. For scanned PDFs, you can use whatever works best for your data — for example **pytesseract/Tesseract OCR** or a **hosted OCR** service like Mistral OCR. The course does not prescribe one tool.","The course doesn't prescribe a specific tool — use whatever works best for your data. Some options people in the community reach for:

- **[docling](https://github.com/docling-project/docling)** — converts PDFs (and other docs) to structured Markdown/JSON, good for RAG.
- **[pymupdf4llm](https://pymupdf.readthedocs.io/en/latest/pymupdf4llm/)** / **PyMuPDF** — fast text extraction, Markdown output.
- **[unstructured](https://github.com/Unstructured-IO/unstructured)** — handles many document types and layouts.
- **[pytesseract](https://github.com/madmaze/pytesseract)** (Tesseract OCR) — for scanned/image-based PDFs that have no text layer.
- **Hosted OCR** such as Mistral OCR — if you'd rather call an API than run OCR locally.

Try a couple on a sample of your documents and see which gives the cleanest text. For how to chunk/prepare the extracted text afterwards, see ""[How should I prepare documents for RAG?](../module-1-rag/023_649c280e6d_how-should-i-prepare-documents-for-rag.md)"".",d8b28c47a0
